locus_tag	ftype	length_bp	gene	EC_number	COG	product
Sudilovsky_03982	CDS	561	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
Sudilovsky_03983	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
Sudilovsky_03984	CDS	450	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
Sudilovsky_03985	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
Sudilovsky_03986	misc_RNA	195				Ysr276
Sudilovsky_03987	CDS	1116	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
Sudilovsky_03988	CDS	1077	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
Sudilovsky_03989	tRNA	85				tRNA-Leu(caa)
Sudilovsky_03990	CDS	1260	intA_4		COG0582	Prophage integrase IntA
Sudilovsky_03991	CDS	288				hypothetical protein
Sudilovsky_03992	CDS	537				hypothetical protein
Sudilovsky_03993	CDS	372		3.1.-.-	COG4933	ASCH domain-containing ribonuclease
Sudilovsky_03994	CDS	582				hypothetical protein
Sudilovsky_03995	CDS	471				hypothetical protein
Sudilovsky_03996	CDS	249				hypothetical protein
Sudilovsky_03997	CDS	759				hypothetical protein
Sudilovsky_03998	CDS	261				hypothetical protein
Sudilovsky_03999	CDS	225				hypothetical protein
Sudilovsky_04000	misc_RNA	78				isrK
Sudilovsky_04001	misc_RNA	88				C4
Sudilovsky_04002	CDS	198				hypothetical protein
Sudilovsky_04003	CDS	195				hypothetical protein
Sudilovsky_04004	CDS	267				hypothetical protein
Sudilovsky_04005	CDS	342				hypothetical protein
Sudilovsky_04006	CDS	2328				hypothetical protein
Sudilovsky_04007	CDS	357				hypothetical protein
Sudilovsky_04008	CDS	285	relE_3	3.1.-.-	COG2026	mRNA interferase toxin RelE
Sudilovsky_04009	CDS	525	intA_5		COG0582	Prophage integrase IntA
Sudilovsky_04010	CDS	1674	yjcD	5.6.2.4	COG0210	Putative ATP-dependent DNA helicase YjcD
Sudilovsky_04011	CDS	1983				hypothetical protein
Sudilovsky_04012	CDS	1092				hypothetical protein
Sudilovsky_04013	CDS	708				hypothetical protein
Sudilovsky_04014	CDS	1653				hypothetical protein
Sudilovsky_04015	CDS	3519				hypothetical protein
Sudilovsky_04016	CDS	6336	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
Sudilovsky_04017	CDS	2922	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
Sudilovsky_04018	CDS	4902				hypothetical protein
Sudilovsky_04019	CDS	2955				hypothetical protein
Sudilovsky_04020	CDS	6348				hypothetical protein
Sudilovsky_04021	CDS	2124	rep_3	5.6.2.4		ATP-dependent DNA helicase Rep
Sudilovsky_04022	CDS	1461				hypothetical protein
Sudilovsky_04023	CDS	1902				hypothetical protein
Sudilovsky_04024	CDS	2655	rapA_3	3.6.4.-		RNA polymerase-associated protein RapA
Sudilovsky_04025	CDS	240				hypothetical protein
Sudilovsky_04026	CDS	507				hypothetical protein
Sudilovsky_04027	CDS	480				hypothetical protein
Sudilovsky_04028	CDS	705				hypothetical protein
Sudilovsky_04029	CDS	1536				hypothetical protein
Sudilovsky_04030	CDS	1233				hypothetical protein
Sudilovsky_04031	CDS	669	lolD_5	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
Sudilovsky_04032	CDS	1980				hypothetical protein
Sudilovsky_04033	CDS	981				hypothetical protein
Sudilovsky_04034	CDS	2664				hypothetical protein
Sudilovsky_04035	CDS	3003				hypothetical protein
Sudilovsky_04036	CDS	1389				hypothetical protein
Sudilovsky_04037	CDS	1302				hypothetical protein
Sudilovsky_04038	CDS	1122	roxA_2	1.14.11.47	COG2850	Ribosomal protein uL16 3-hydroxylase
Sudilovsky_04039	CDS	1161				hypothetical protein
Sudilovsky_04040	CDS	1194				hypothetical protein
Sudilovsky_04041	CDS	1116				hypothetical protein
Sudilovsky_04042	CDS	999	aaeA_3			p-hydroxybenzoic acid efflux pump subunit AaeA
Sudilovsky_04043	CDS	1422				hypothetical protein
Sudilovsky_04044	CDS	1605	aspA_1	4.3.1.1	COG1027	Aspartate ammonia-lyase
Sudilovsky_04045	CDS	996				hypothetical protein
Sudilovsky_04046	CDS	315				hypothetical protein
Sudilovsky_04047	misc_RNA	87				C4
Sudilovsky_04048	misc_RNA	69				isrK
Sudilovsky_04049	CDS	354				hypothetical protein
Sudilovsky_04050	CDS	318				hypothetical protein
Sudilovsky_04051	CDS	345				hypothetical protein
Sudilovsky_04052	CDS	270				hypothetical protein
Sudilovsky_04053	CDS	1590	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
Sudilovsky_04054	CDS	1236	rtcB1	6.5.1.8		RNA-splicing ligase RtcB1
Sudilovsky_04055	CDS	792				hypothetical protein
Sudilovsky_04056	CDS	1344				hypothetical protein
Sudilovsky_04057	CDS	792				hypothetical protein
Sudilovsky_04058	CDS	1098				hypothetical protein
Sudilovsky_04059	CDS	1470				hypothetical protein
Sudilovsky_04060	CDS	702	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
Sudilovsky_04061	CDS	1950				hypothetical protein
Sudilovsky_04062	CDS	2712	mgtB	7.2.2.14		Magnesium-transporting ATPase, P-type 1
Sudilovsky_04063	CDS	1578				hypothetical protein
Sudilovsky_04064	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
Sudilovsky_04065	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
Sudilovsky_04066	CDS	1263	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
Sudilovsky_04067	CDS	1491	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
Sudilovsky_04068	CDS	840	rhaS_5		COG4977	HTH-type transcriptional activator RhaS
Sudilovsky_04069	CDS	855	rhaR_6		COG1917	HTH-type transcriptional activator RhaR
Sudilovsky_04070	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
Sudilovsky_04071	CDS	252	yefM		COG2161	Antitoxin YefM
Sudilovsky_04072	CDS	1710	gsiA_5	7.4.2.10	COG4172	Glutathione import ATP-binding protein GsiA
Sudilovsky_04073	CDS	867	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
Sudilovsky_04074	CDS	957	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
Sudilovsky_04075	CDS	1614	gsiB_4		COG0747	Glutathione-binding protein GsiB
Sudilovsky_04076	CDS	1728	poxB	1.2.5.1		Pyruvate dehydrogenase [ubiquinone]
Sudilovsky_04077	CDS	465				hypothetical protein
Sudilovsky_04078	CDS	570	yagU		COG3477	Inner membrane protein YagU
Sudilovsky_04079	CDS	348				hypothetical protein
Sudilovsky_04080	CDS	462				hypothetical protein
Sudilovsky_04081	CDS	387				hypothetical protein
Sudilovsky_04082	CDS	666				hypothetical protein
Sudilovsky_04083	CDS	597				hypothetical protein
Sudilovsky_04084	CDS	429				hypothetical protein
Sudilovsky_04085	CDS	327				hypothetical protein
Sudilovsky_04086	CDS	426				hypothetical protein
Sudilovsky_04087	CDS	387				hypothetical protein
Sudilovsky_04088	CDS	516				hypothetical protein
Sudilovsky_04089	CDS	1035	rhaT			L-rhamnose-proton symporter
Sudilovsky_04090	CDS	507				hypothetical protein
Sudilovsky_04091	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
Sudilovsky_04092	CDS	303				hypothetical protein
Sudilovsky_04093	CDS	435				hypothetical protein
Sudilovsky_04094	CDS	303				hypothetical protein
Sudilovsky_04095	CDS	429				hypothetical protein
Sudilovsky_04096	CDS	654				hypothetical protein
Sudilovsky_04097	CDS	480	hcpA_11			Major exported protein
Sudilovsky_04098	CDS	1212	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
Sudilovsky_04099	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
Sudilovsky_04100	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
Sudilovsky_04101	CDS	588				hypothetical protein
Sudilovsky_04102	CDS	330	zapA		COG3027	Cell division protein ZapA
Sudilovsky_04103	misc_RNA	184				6S
Sudilovsky_04104	CDS	648	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
Sudilovsky_04105	CDS	1254	nadR			Trifunctional NAD biosynthesis/regulator protein NadR
Sudilovsky_04106	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
Sudilovsky_04107	CDS	978	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
Sudilovsky_04108	CDS	699	ytjB		COG3726	putative inner membrane protein Smp
Sudilovsky_04109	CDS	921				hypothetical protein
Sudilovsky_04110	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
Sudilovsky_04111	CDS	609	osmY		COG2823	Osmotically-inducible protein Y
Sudilovsky_04112	CDS	162				hypothetical protein
Sudilovsky_04113	CDS	189				hypothetical protein
Sudilovsky_04114	CDS	798	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
Sudilovsky_04115	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
Sudilovsky_04116	CDS	768				hypothetical protein
Sudilovsky_04117	misc_RNA	107				Ysr224
Sudilovsky_04118	CDS	1980	cirA_2		COG4771	Colicin I receptor
Sudilovsky_04119	CDS	1263				hypothetical protein
Sudilovsky_04120	CDS	1197	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
Sudilovsky_04121	CDS	1644	entE	6.3.2.14	COG1021	Enterobactin synthase component E
Sudilovsky_04122	CDS	876	entB	6.3.2.14	COG1535	Enterobactin synthase component B
Sudilovsky_04123	CDS	3144	scoA	2.3.1.-		Isonitrile lipopeptide synthase
Sudilovsky_04124	CDS	768	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
Sudilovsky_04125	CDS	6360	lgrB			Linear gramicidin synthase subunit B
Sudilovsky_04126	CDS	2103	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
Sudilovsky_04127	CDS	2082				hypothetical protein
Sudilovsky_04128	CDS	933	fom1			Fosfomycin biosynthesis bifunctional protein Fom1
Sudilovsky_04129	CDS	1155	bcpC	4.1.1.82		Phosphonopyruvate decarboxylase
Sudilovsky_04130	CDS	894	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
Sudilovsky_04131	CDS	444	phnG_1	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
Sudilovsky_04132	CDS	582	phnH_1	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
Sudilovsky_04133	CDS	1104	phnI_1	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
Sudilovsky_04134	CDS	906	phnJ_1	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
Sudilovsky_04135	CDS	789	phnK_1		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
Sudilovsky_04136	CDS	747	phnL_1	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
Sudilovsky_04137	CDS	1137	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
Sudilovsky_04138	CDS	600	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
Sudilovsky_04139	CDS	786	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
Sudilovsky_04140	CDS	264				hypothetical protein
Sudilovsky_04141	CDS	903	crgA_6			HTH-type transcriptional regulator CrgA
Sudilovsky_04142	tRNA	76				tRNA-Phe(gaa)
Sudilovsky_04143	CDS	846	rhaS_6			HTH-type transcriptional activator RhaS
Sudilovsky_04144	CDS	591	eamB_2		COG1280	Cysteine/O-acetylserine efflux protein
Sudilovsky_04145	CDS	576				hypothetical protein
Sudilovsky_04146	CDS	1731	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
Sudilovsky_04147	CDS	333	cutA		COG1324	Divalent-cation tolerance protein CutA
Sudilovsky_04148	CDS	1302	dcuA		COG2704	C4-dicarboxylate transporter DcuA
Sudilovsky_04149	CDS	1440	aspA_2	4.3.1.1	COG1027	Aspartate ammonia-lyase
Sudilovsky_04150	CDS	483				hypothetical protein
Sudilovsky_04151	CDS	294	groES		COG0234	Co-chaperonin GroES
Sudilovsky_04152	CDS	1647	groEL	5.6.1.7		Chaperonin GroEL
Sudilovsky_04153	CDS	510	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
Sudilovsky_04154	CDS	864	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
Sudilovsky_04155	CDS	2568	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
Sudilovsky_04156	CDS	366	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
Sudilovsky_04157	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
Sudilovsky_04158	CDS	210				hypothetical protein
Sudilovsky_04159	CDS	516	zur		COG0735	Zinc uptake regulation protein
Sudilovsky_04160	CDS	699	yhaK		COG1741	Pirin-like protein YhaK
Sudilovsky_04161	CDS	897	yhaJ		COG0583	HTH-type transcriptional regulator YhaJ
Sudilovsky_04162	CDS	996	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
Sudilovsky_04163	CDS	396	yqjF		COG2259	Inner membrane protein YqjF
Sudilovsky_04164	CDS	291				hypothetical protein
Sudilovsky_04165	CDS	396	yqjE		COG5393	Inner membrane protein YqjE
Sudilovsky_04166	CDS	306	yqjD		COG4575	putative protein YqjD
Sudilovsky_04167	CDS	405	yqjC		COG1422	Protein YqjC
Sudilovsky_04168	CDS	396	mzrA			Modulator protein MzrA
Sudilovsky_04169	CDS	684	yqjA		COG0586	Inner membrane protein YqjA
Sudilovsky_04170	CDS	777	lutR_3		COG2186	HTH-type transcriptional regulator LutR
Sudilovsky_04171	CDS	1302	exuT_2		COG2271	Hexuronate transporter
Sudilovsky_04172	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
Sudilovsky_04173	CDS	1467	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
Sudilovsky_04174	CDS	1491	uxaA	4.2.1.7	COG2721	Altronate dehydratase
Sudilovsky_04175	CDS	531	ygjV			Inner membrane protein YgjV
Sudilovsky_04176	CDS	1248	sstT		COG3633	Serine/threonine transporter SstT
Sudilovsky_04177	CDS	954	alx_2		COG0861	Putative membrane-bound redox modulator Alx
Sudilovsky_04178	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
Sudilovsky_04179	CDS	1140	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
Sudilovsky_04180	CDS	2055	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
Sudilovsky_04181	CDS	297				hypothetical protein
Sudilovsky_04182	CDS	489	spy		COG3678	Periplasmic chaperone Spy
Sudilovsky_04183	CDS	1470				hypothetical protein
Sudilovsky_04184	CDS	363				hypothetical protein
Sudilovsky_04185	CDS	1959	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
Sudilovsky_04186	CDS	1731		3.1.6.-	COG3119	Ulvan-active sulfatase
Sudilovsky_04187	CDS	1467		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
Sudilovsky_04188	CDS	1224	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
Sudilovsky_04189	CDS	1680				hypothetical protein
Sudilovsky_04190	CDS	1389	bglB_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
Sudilovsky_04191	CDS	762	hchA_2	3.5.1.124		Protein/nucleic acid deglycase HchA
Sudilovsky_04192	CDS	903	pgrR_5		COG0583	HTH-type transcriptional regulator PgrR
Sudilovsky_04193	CDS	1881				hypothetical protein
Sudilovsky_04194	tRNA	76				tRNA-Met(cat)
Sudilovsky_04195	CDS	504	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
Sudilovsky_04196	CDS	1839	rpoD		COG0568	RNA polymerase sigma factor RpoD
Sudilovsky_04197	CDS	1755	dnaG	2.7.7.101	COG0358	DNA primase
Sudilovsky_04198	CDS	216	rpsU			Small ribosomal subunit protein bS21
Sudilovsky_04199	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Sudilovsky_04200	CDS	471	argR			Arginine repressor
Sudilovsky_04201	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
Sudilovsky_04202	CDS	264				hypothetical protein
Sudilovsky_04203	CDS	387				hypothetical protein
Sudilovsky_04204	CDS	375				hypothetical protein
Sudilovsky_04205	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
Sudilovsky_04206	CDS	312	rplU		COG0261	Large ribosomal subunit protein bL21
Sudilovsky_04207	CDS	258	rpmA		COG0211	Large ribosomal subunit protein bL27
Sudilovsky_04208	CDS	963	yhbE		COG0697	putative inner membrane transporter YhbE
Sudilovsky_04209	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
Sudilovsky_04210	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
Sudilovsky_04211	misc_RNA	125				greA
Sudilovsky_04212	CDS	480	greA		COG0782	Transcription elongation factor GreA
Sudilovsky_04213	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
Sudilovsky_04214	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
Sudilovsky_04215	CDS	1950	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
Sudilovsky_04216	CDS	834	folP	2.5.1.15	COG0294	Dihydropteroate synthase
Sudilovsky_04217	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
Sudilovsky_04218	CDS	333	secG		COG1314	Protein-export membrane protein SecG
Sudilovsky_04219	tRNA	87				tRNA-Leu(gag)
Sudilovsky_04220	CDS	306				hypothetical protein
Sudilovsky_04221	CDS	1104				hypothetical protein
Sudilovsky_04222	CDS	1332				hypothetical protein
Sudilovsky_04223	CDS	825				hypothetical protein
Sudilovsky_04224	CDS	2277				hypothetical protein
Sudilovsky_04225	CDS	471				hypothetical protein
Sudilovsky_04226	CDS	630				hypothetical protein
Sudilovsky_04227	CDS	432				hypothetical protein
Sudilovsky_04228	CDS	462	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
Sudilovsky_04229	CDS	594				hypothetical protein
Sudilovsky_04230	CDS	615	yhjB		COG2197	Putative HTH-type transcriptional regulator YhjB
Sudilovsky_04231	tRNA	77				tRNA-Met(cat)
Sudilovsky_04232	CDS	576	rimP			Ribosome maturation factor RimP
Sudilovsky_04233	misc_RNA	100				rimP
Sudilovsky_04234	CDS	1530	nusA		COG0195	Transcription termination/antitermination protein NusA
Sudilovsky_04235	CDS	2703	infB		COG0532	Translation initiation factor IF-2
Sudilovsky_04236	CDS	399	rbfA		COG0858	30S ribosome-binding factor
Sudilovsky_04237	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
Sudilovsky_04238	misc_RNA	118				S15
Sudilovsky_04239	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
Sudilovsky_04240	misc_RNA	168				SraG
Sudilovsky_04241	CDS	2121	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
Sudilovsky_04242	CDS	885	nlpI		COG4785	Lipoprotein NlpI
Sudilovsky_04243	CDS	1920	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
Sudilovsky_04244	CDS	1008				hypothetical protein
Sudilovsky_04245	CDS	879	ubiV		COG0826	Ubiquinone biosynthesis protein UbiV
Sudilovsky_04246	CDS	996	ubiU		COG0826	Ubiquinone biosynthesis protein UbiU
Sudilovsky_04247	CDS	525	ubiT			Ubiquinone biosynthesis accessory factor UbiT
Sudilovsky_04248	CDS	543				hypothetical protein
Sudilovsky_04249	CDS	366				hypothetical protein
Sudilovsky_04250	CDS	1479	abgB_2	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
Sudilovsky_04251	CDS	780	deoC_2	4.1.2.4		Deoxyribose-phosphate aldolase
Sudilovsky_04252	CDS	1329	deoA	2.4.2.4		Thymidine phosphorylase
Sudilovsky_04253	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
Sudilovsky_04254	CDS	720	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
Sudilovsky_04255	CDS	309	ydhR	1.-.-.-		Putative monooxygenase YdhR
Sudilovsky_04256	CDS	705	spxH			ClpXP adapter protein SpxH
Sudilovsky_04257	CDS	909				HTH-type transcriptional regulator
Sudilovsky_04258	CDS	1749	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
Sudilovsky_04259	CDS	2496	fptA			Fe(3+)-pyochelin receptor
Sudilovsky_04260	CDS	963	fecR_4		COG3712	Ferric citrate uptake sigma factor regulator FecR
Sudilovsky_04261	CDS	543	fecI_3		COG1595	Ferric citrate uptake sigma factor FecI
Sudilovsky_04262	CDS	897	lrhA_3		COG0583	putative HTH-type transcriptional regulator LrhA
Sudilovsky_04263	CDS	300				hypothetical protein
Sudilovsky_04264	CDS	390				hypothetical protein
Sudilovsky_04265	CDS	504				hypothetical protein
Sudilovsky_04266	CDS	480				hypothetical protein
Sudilovsky_04267	CDS	444	rimI_3	2.3.1.266	COG0456	[Ribosomal protein bS18]-alanine N-acetyltransferase
Sudilovsky_04268	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
Sudilovsky_04269	CDS	1050	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
Sudilovsky_04270	CDS	993	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
Sudilovsky_04271	CDS	948				HTH-type transcriptional regulator
Sudilovsky_04272	tRNA	87				tRNA-Leu(cag)
Sudilovsky_04273	tRNA	87				tRNA-Leu(cag)
Sudilovsky_04274	tRNA	87				tRNA-Leu(cag)
Sudilovsky_04275	CDS	240				hypothetical protein
Sudilovsky_04276	CDS	903	hcaR		COG0583	Hca operon transcriptional activator HcaR
Sudilovsky_04277	CDS	783	budA	4.1.1.5		Alpha-acetolactate decarboxylase
Sudilovsky_04278	CDS	1680	budB	2.2.1.6		Acetolactate synthase, catabolic
Sudilovsky_04279	CDS	1467				hypothetical protein
Sudilovsky_04280	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
Sudilovsky_04281	CDS	1116	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
Sudilovsky_04282	CDS	393	gcvH		COG0509	Glycine cleavage system H protein
Sudilovsky_04283	CDS	2871	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
Sudilovsky_04284	CDS	420				hypothetical protein
Sudilovsky_04285	CDS	600				hypothetical protein
Sudilovsky_04286	CDS	873	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
Sudilovsky_04287	CDS	921	araQ		COG0395	Arabinooligosaccharides transport system permease protein AraQ
Sudilovsky_04288	CDS	825	gpdQ_2	3.1.4.46		Glycerophosphodiester phosphodiesterase GpdQ
Sudilovsky_04289	CDS	1089	ugpC_4	7.6.2.10	COG3842	sn-glycerol-3-phosphate import ATP-binding protein UgpC
Sudilovsky_04290	CDS	1308	ugpB_3		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
Sudilovsky_04291	misc_RNA	109				Ysr224
Sudilovsky_04292	CDS	1263	rafB			Raffinose permease
Sudilovsky_04293	CDS	2145	rafA	3.2.1.22		Alpha-galactosidase
Sudilovsky_04294	CDS	1005	rafR			HTH-type transcriptional regulator RafR
Sudilovsky_04295	CDS	609				hypothetical protein
Sudilovsky_04296	CDS	648				hypothetical protein
Sudilovsky_04297	CDS	1002	ygfZ		COG0354	tRNA-modifying protein YgfZ
Sudilovsky_04298	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
Sudilovsky_04299	CDS	375	ygfX			Inner membrane protein YgfX
Sudilovsky_04300	CDS	936	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
Sudilovsky_04301	CDS	324				hypothetical protein
Sudilovsky_04302	CDS	519	fldB		COG0716	Flavodoxin 2
Sudilovsky_04303	CDS	387				hypothetical protein
Sudilovsky_04304	CDS	1323	yhjE		COG0477	Inner membrane metabolite transport protein YhjE
Sudilovsky_04305	CDS	120				hypothetical protein
Sudilovsky_04306	CDS	900	xerD			Tyrosine recombinase XerD
